user_id,country,signup_date,device,experiment_group
649,Canada,2025-01-20,web,
650,Canada,2025-02-26,web,
651,USA,2025-01-18,web,
652,Brazil,2025-02-16,web,
653,Brazil,2025-02-18,ios,
654,Germany,2025-01-14,android,
655,Australia,2025-01-15,ios,
656,Australia,2025-01-31,android,
657,Australia,2025-01-01,web,
658,UK,2025-02-23,ios,A
659,Australia,2025-01-03,android,A
660,Brazil,2025-01-16,web,
661,USA,2025-03-28,android,
662,UK,2025-02-26,android,
663,UK,2025-03-16,web,
664,USA,2025-01-12,ios,
665,USA,2025-03-15,android,
666,Canada,2025-01-16,web,
667,USA,2025-03-13,android,B
668,Brazil,2025-03-17,android,
669,Canada,2025-01-24,android,
670,UK,2025-01-28,ios,
671,Canada,2025-01-08,ios,
672,UK,2025-02-05,ios,
673,India,2025-03-31,ios,
674,Australia,2025-01-08,web,
675,India,2025-02-27,ios,A
676,Australia,2025-03-01,android,
677,India,2025-02-19,web,
678,Canada,2025-01-28,android,
679,Brazil,2025-02-10,ios,A
680,Canada,2025-03-05,android,
681,Brazil,2025-01-27,android,
682,USA,2025-03-04,android,
683,Brazil,2025-01-17,android,
684,UK,2025-03-14,ios,
685,UK,2025-02-02,android,
686,Australia,2025-03-25,android,
687,Canada,2025-03-18,android,
688,Australia,2025-01-29,android,A
689,Germany,2025-01-13,ios,
690,Germany,2025-02-15,android,B
691,Australia,2025-02-04,web,A
692,Brazil,2025-01-06,web,B
693,Australia,2025-03-23,android,
694,Canada,2025-03-10,android,
695,Canada,2025-02-16,ios,
696,Germany,2025-01-25,web,
697,Brazil,2025-03-07,ios,
698,USA,2025-01-10,android,
699,USA,2025-02-25,web,
700,Germany,2025-01-30,web,
701,Brazil,2025-01-05,ios,B
702,Germany,2025-02-02,android,
703,UK,2025-03-06,web,
704,Brazil,2025-01-18,ios,
705,India,2025-02-18,web,
706,UK,2025-01-11,android,
707,Brazil,2025-03-26,android,
708,Germany,2025-01-26,android,
709,Canada,2025-03-04,ios,
710,Germany,2025-03-30,android,
711,Germany,2025-03-27,ios,B
712,Brazil,2025-02-28,web,
713,Germany,2025-01-27,android,
714,Australia,2025-02-18,ios,
715,Australia,2025-03-18,ios,
716,Brazil,2025-02-02,ios,
717,Australia,2025-01-01,android,
718,Brazil,2025-01-21,ios,
719,Germany,2025-02-24,android,A
720,USA,2025-01-06,android,B
721,USA,2025-03-22,web,
722,Australia,2025-03-10,web,
723,UK,2025-01-05,android,
724,Brazil,2025-01-03,web,
725,Germany,2025-02-22,ios,
726,Canada,2025-01-23,android,
727,Australia,2025-02-22,web,
728,Germany,2025-02-06,ios,
729,Germany,2025-03-15,android,B
730,USA,2025-03-15,ios,
731,India,2025-03-24,android,
732,Canada,2025-01-17,web,
733,Brazil,2025-03-26,ios,
734,UK,2025-03-19,web,
735,UK,2025-03-14,ios,
736,Australia,2025-01-01,ios,
737,UK,2025-02-20,ios,
738,Brazil,2025-02-14,ios,
739,Brazil,2025-03-18,web,
740,UK,2025-01-04,ios,
741,UK,2025-03-03,web,
742,Germany,2025-03-06,ios,
743,Canada,2025-02-01,android,A
744,India,2025-02-03,android,
745,USA,2025-03-13,ios,
746,Brazil,2025-02-08,android,
747,India,2025-01-26,ios,
748,UK,2025-02-03,web,
749,Australia,2025-02-23,android,
750,Canada,2025-01-03,ios,
751,UK,2025-02-19,ios,
752,UK,2025-01-12,web,
753,UK,2025-03-06,web,
754,Germany,2025-02-23,ios,B
755,Brazil,2025-01-05,ios,
756,UK,2025-02-26,ios,
757,UK,2025-01-17,ios,A
758,Brazil,2025-02-16,ios,
759,USA,2025-01-23,ios,
760,Germany,2025-03-20,web,
761,Germany,2025-03-26,android,
762,Australia,2025-01-14,ios,
763,Australia,2025-03-07,ios,
764,India,2025-03-16,web,
765,Germany,2025-02-20,android,
766,Australia,2025-02-07,web,B
767,Australia,2025-03-05,web,
768,India,2025-02-07,ios,
769,USA,2025-02-19,ios,
770,Brazil,2025-03-23,web,
771,UK,2025-01-30,ios,A
772,Canada,2025-03-20,ios,
773,India,2025-02-20,ios,B
774,Australia,2025-03-04,android,B
775,Australia,2025-02-21,android,
776,Canada,2025-02-07,ios,A
777,Canada,2025-03-29,web,
778,Germany,2025-03-20,android,
779,Australia,2025-01-30,web,
780,Canada,2025-02-20,ios,
781,UK,2025-03-22,web,
782,USA,2025-01-05,web,
783,Brazil,2025-01-29,android,
784,India,2025-01-04,web,
785,Germany,2025-01-10,web,A
786,Canada,2025-02-25,android,
787,Canada,2025-01-17,ios,
788,UK,2025-03-15,web,
789,UK,2025-01-17,ios,A
790,UK,2025-03-25,ios,
791,Brazil,2025-03-29,ios,
792,India,2025-03-10,android,A
793,Brazil,2025-02-03,ios,
794,Canada,2025-01-06,web,A
795,Germany,2025-02-22,ios,
796,India,2025-03-07,ios,
797,USA,2025-03-18,ios,
798,USA,2025-02-12,web,B
799,Canada,2025-03-16,ios,
800,Brazil,2025-01-23,ios,
801,Brazil,2025-02-24,ios,A
802,Canada,2025-03-21,android,
803,Brazil,2025-03-16,web,A
804,USA,2025-01-16,android,
805,USA,2025-01-08,web,
806,India,2025-01-04,ios,
807,Canada,2025-01-04,web,A
808,India,2025-02-25,web,
809,Brazil,2025-01-25,web,
810,Canada,2025-03-08,web,B
811,UK,2025-03-08,android,
812,India,2025-01-27,web,
813,USA,2025-02-01,android,
814,Australia,2025-02-19,android,
815,Germany,2025-03-02,ios,
816,Australia,2025-02-20,web,
817,UK,2025-01-19,ios,
818,Canada,2025-01-21,web,B
819,USA,2025-01-05,android,B
820,UK,2025-03-23,android,A
821,Germany,2025-02-11,android,
822,Canada,2025-03-02,web,
823,Brazil,2025-01-22,web,
824,UK,2025-01-21,web,B
825,Germany,2025-03-11,web,A
826,Australia,2025-01-01,web,
827,Germany,2025-01-05,ios,
828,UK,2025-01-12,web,
829,Australia,2025-03-31,ios,A
830,Canada,2025-02-15,web,
831,UK,2025-02-03,web,
832,Australia,2025-02-18,web,A
833,UK,2025-03-19,web,
834,UK,2025-03-31,android,
835,Brazil,2025-02-14,android,B
836,Australia,2025-01-27,ios,
837,USA,2025-03-14,ios,
838,India,2025-01-26,web,
839,Brazil,2025-02-16,web,
840,UK,2025-03-27,web,
841,Germany,2025-02-25,web,A
842,Canada,2025-03-04,android,
843,Brazil,2025-02-17,ios,A
844,India,2025-03-02,ios,
845,Canada,2025-03-22,ios,A
846,India,2025-01-26,android,
847,Australia,2025-02-05,web,
848,Brazil,2025-01-01,android,
849,Germany,2025-01-08,android,
850,Australia,2025-02-21,ios,
851,Germany,2025-03-20,android,
852,Canada,2025-02-16,ios,B
853,Germany,2025-02-25,android,
854,USA,2025-03-27,ios,
855,Germany,2025-01-14,ios,B
856,India,2025-03-31,web,A
857,Canada,2025-01-28,ios,
858,UK,2025-03-28,android,
859,UK,2025-03-19,ios,B
860,Australia,2025-03-29,android,B
861,India,2025-01-02,ios,B
862,Germany,2025-01-26,web,A
863,UK,2025-01-14,web,
864,Australia,2025-02-28,android,
